"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"SB395","Social media and parental consent",2023,"North America","USA","Connecticut","This bill requires parental consent for users 16 years old and younger to create an account.","failed","https://trackbill.com/bill/connecticut-senate-bill-395-an-act-concerning-social-media-and-parental-consent/2317751/","Failed",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB397","Cyberbullying",2023,"North America","USA","Connecticut","This bill requires social media providers to enforce minimum age requirements for users, develop content filters aimed at curbing cyberbullying among younger users, and accept choice-of-law provisions subjecting them to liability for cyberbullying-related damages.","failed","https://www.cga.ct.gov/2023/TOB/S/PDF/2023SB-00397-R00-SB.PDF","Failed",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB404","Automated Desicion systems",2023,"North America","USA","South Carolina","This bill prohibits operators of websites, online services, and apps from using automated decision systems to place content (such as feeds, posts, ads, or product offerings) for users under age 18 and requires operators to verify users' ages through third-party verification.","failed","https://www.scstatehouse.gov/sess125_2023-2024/prever/404_20230118.htm","Failed",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB12","Online protection for minors",2025,"North America","USA","Kentucky","This bill prohibits those under 14 from holding  social media accounts and requires parental consent for 14- and 15-year-olds. It further requires app store providers to verify users' ages, obtain verifiable parental consent for minors before app downloads or purchases, and share age category and consent status with developers.","failed","https://apps.legislature.ky.gov/recorddocuments/bill/25RS/hb12/orig_bill.pdf","Failed",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB4356","Act Relating to Social Media",2026,"North America","USA","Oklahoma","This bill bans those under 16 from holding accounts on social media platforms. It further requires that platforms must verify users' ages and limit data collection, profiling, and other practices that could harm minors.","pending","https://www.oklegislature.gov/cf_pdf/2025-26 int/hb/HB4356 int.pdf","Proposed",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"SB932","Authorizing Certain Action Against a Social Media Platform",2025,"North America","USA","Oklahoma","This bill allows minors (or parents) to sue social media platforms for mental health harm caused by excessive use of algorithm-driven features. It further elaborates that platforms can avoid lawsuit by limiting minors to 3 hours/day, restricting nighttime access, requiring parental consent, and disabling autoplay/infinite scroll/push notifications for minors.","pending","https://legiscan.com/OK/text/SB932/2026","Proposed",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB1871","Social Media Age Certification and Parental Consent",2026,"North America","USA","Oklahoma","This bill requires social media platforms to verify the age of all users (including freezing existing accounts until re-verified) and classify them as minors or adults, then imposes strict default protections on minor accounts: maximum privacy settings, restricted messaging and visibility, disabled engagement features like autoplay and push notifications, and a one-hour daily usage limit, plus mandatory parental supervisory tools.","pending","https://legiscan.com/OK/bill/SB1871/2026","Proposed",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"LB1175","Parental Rights in Social Media Act",2026,"North America","USA","Nebraska","This bill amends Nebraska's Parental Rights in Social Media Act to classify a social media platform as a ""product"" for purposes of bringing a product liability action, and clarifies that minors or their parents can recover actual damages (including for injury, self-harm, addiction, or sexual exploitation) caused by violations of the Act.","pending","https://legiscan.com/NE/text/LB1175/2025","Proposed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB5037","Act Promoting The Safety Of Minors On Social Media Platforms",2026,"North America","USA","Connecticut","This bill restricts platforms that recommend or prioritize user-generated content from showing personalized, algorithm-driven feeds to minors unless the operator obtains verifiable parental consent. It furthers requires platforms to display Surgeon General mental health warnings, limit minors' default access to algorithmic feeds to one hour per day, restrict notifications to minors outside 8am–9pm (absent parental consent), and block strangers from messaging or viewing minors' content by default.","pending","https://legiscan.com/CT/text/HB05037/2026","Proposed",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB5474","Act Concerning Social Media Platforms And Minors",2025,"North America","USA","Connecticut","This bill requires social media platforms to add an online safety center offering cyberbullying prevention resources, mental health service information, and reporting mechanisms, along with a formal cyberbullying policy.","failed","https://legiscan.com/CT/text/HB05474/2025","Failed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB6857","Social Media and Minors",2025,"North America","USA","Connecticut","This bill establishes a restriction to a minor's (under 18) ability to access any portion of a social media platform that recommends, selects, or prioritizes certain media items, and provides for age verification to ensure that a minor does not access certain portions of a social media platform without consent from the minor's parent or legal guardian.","failed","https://legiscan.com/CT/text/HB06857/2025","Failed",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB129","Age Verification for Access to Social Media",2025,"North America","USA","Indiana","This bill requires a social media operator to restrict a minor (under 16) user's viewing of social media without first obtaining verifiable parental consent for the minor user.","pending","https://legiscan.com/IN/text/SB0129/2026","Proposed",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB1178","Minor Acess to Social Media",2026,"North America","USA","Indiana","This bill bars social media companies from allowing creation of an account by minors under 14 without verifiable parental consent and requires consenting accounts to default to maximum privacy with features like infinite scroll, autoplay, push notifications, and personalized content feeds disabled.","pending","https://legiscan.com/IN/text/HB1178/2026","Proposed",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HB3431","Social Media Regulation Act",2026,"North America","USA","South Carolina","This bill establishes an ""Age-Appropriate Code Design"" requirement for large online services likely to be accessed by minors, requiring them to exercise reasonable care to prevent harms like compulsive use, psychological harm, and privacy intrusions, and to default minors into the highest privacy and safety settings, including disabling addictive design features (infinite scroll, autoplay, gamification), restricting targeted advertising and profiling, limiting precise geolocation collection, and curbing notifications during nighttime and school hours.","passed","https://legiscan.com/SC/text/H3431/2025","Passed",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB450","Protection of Minors",2024,"North America","USA","Kentucky","This bill requires social media platforms to verify users' ages and obtain notarized parental consent before allowing minors to hold accounts, and to provide consenting parents with supervisory tools to view their child's posts and messages, control privacy settings, and limit usage time.","failed","https://legiscan.com/KY/text/HB450/id/2912449","Failed",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HB227","Addictive Online Platforms",2026,"North America","USA","Kentucky","This bill requires social media companies to perform age estimation of account holders, prohibits addictive features and profile-based advertising for children, mandates verifiable parental consent for child accounts, and establishes account termination procedures.","passed","https://legiscan.com/KY/text/HB227/2026","Engrossed",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB232","Protection of Minors on Digital Platform",2026,"North America","USA","Kentucky","This bill requires social media platforms to obtain verifiable parental consent before providing minors with an ""addictive feed,"" restricts push notifications to minors between midnight and 6 a.m. without parental consent, and bars minors from financial transactions without separate parental consent for each one. It furtherrequires platforms to verify users' age at account creation and implement filtering to prevent minors' exposure to content promoting suicide, self-harm, eating disorders, substance abuse, or harassment.","pending","https://legiscan.com/KY/text/HB232/2026","Proposed",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HB1570","Social Media Literacy and Online Safety Act",2026,"North America","USA","Mississippi","This bill establishes the Mississippi Social Media Literacy and Online Safety Act which requires completion of a social media literacy course before use of social media platforms by minors.","failed","https://billstatus.ls.state.ms.us/documents/2026/pdf/HB/1500-1599/HB1570IN.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HB5209","Social Media Regulation Act",2026,"North America","USA","South Carolina","This bill requires social media companies  to verify the age of account holders and obtain parental consent before allowing a minor (under 16) to hold an account. For minor account holders, it prohibits adults from direct messaging minors unless already connected, bars advertising based on personal information besides age and location, restricts data collection, requires filtering of content involving incitement of violence, self-harm, property destruction at schools, or sexual conduct, and mandates parental supervisory tools.","pending","https://legiscan.com/SC/text/H5209/2025","Proposed",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB736","Parental Control",2025,"North America","USA","South Carolina","This bill requires online companies providing social media, streaming, gaming, or chatroom platforms with minor users to provide parents of minors with an option to opt out of all content that is sexual in nature and content that features transgender individuals.","failed","https://legiscan.com/SC/text/S0736/2025","Failed",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"HB4083","Technology; deployers; AI chatbots; minors; age verification systems; emergency situations",2026,"North America","USA","Oklahoma","This bill directs deployers of AI chatbots to ensure human-like features and social AI companions are not made available to minors, requiring reasonable age verification systems to prevent minors from gaining access.","pending","https://legiscan.com/OK/text/HB4083/2026","Introduced",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HB1388","Protecting Oklahoma's Children on Social Media Act",2025,"North America","USA","Oklahoma","This bill establishes the ""Protecting Oklahoma's Children on Social Media Act of 2025"" which directs the State Department of Education to develop model online safety programs and requires public school districts and charter schools to adopt acceptable-use policies governing access to obscene material, child pornography, and material harmful to minors. It further requires districts to adopt social media policies generally prohibiting student access to social media platforms through school-owned equipment and services.","passed","https://legiscan.com/OK/text/HB1388/2026","Engrossed",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"HB1762","An Act Relating to Children",2025,"North America","USA","Oklahoma","This bill requires entities that offer online products, services, or features likely to be accessed by children to complete data protection impact assessments, configure default privacy settings to a high level of privacy, and act in the best interest of children when processing their personal data. It further prohibits practices such as default profiling, collection of unnecessary or precise geolocation data, and use of dark patterns.","pending","https://legiscan.com/OK/text/HB1762/2026","Introduced",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB11","Minor access and use of social media",2025,"North America","USA","Indiana","This bill requires social media operators to obtain verifiable parental consent before allowing a minor (under 16) to view social media. It further requires companies to establish procedures for identifying minors' accounts, securing collected information through encryption, and allowing parents to revoke consent.","passed","https://legiscan.com/IN/text/SB0011/id/3069281/Indiana-2025-SB0011-Engrossed.pdf","Engrossed",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB6479","An Act Concerning Minors And Social Media",2025,"North America","USA","Connecticut","This bill prohibits any social media algorithm that targets individuals younger than 17 years of age, including by tracking such individual's age or telephone number, and to prohibit inclusion of a continuous feed in the social media account of any individual younger than 17.","failed","https://legiscan.com/CT/text/HB06479/2025","Failed",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"HB808","Restrict Use of Social Media During Instructional Time & Prohibit Access",2025,"North America","USA","Mississippi","This bill requires school district and charter school boards to adopt Internet safety policies, prohibit and prevent student access to social media platforms through school-provided internet access (except when directed by a teacher for educational purposes), and ban use of TikTok or successor platforms on district-owned devices and networks. It further directs the State Department of Education to implement a Grades 6-12 curriculum on the social, emotional, and physical effects of social media, and amends student codes of conduct to restrict wireless communications device use during instructional time.","failed","https://trackbill.com/bill/mississippi-house-bill-808-wireless-devices-restrict-use-of-by-students-during-instructional-time-and-prohibit-social-media-access/2612311/","Failed",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"HB3400","Child Data Privacy and Protection Act",2025,"North America","USA","South Carolina","This bill establishes the ""Child Data Privacy and Protection Act,"" which requires entities offering online products targeted toward child users to complete data protection impact assessments, restricts collection, retention, processing, or sale of children's personal data to what is necessary, and prohibits targeted digital advertising to children without parental consent. It further mandates privacy by default, prominent privacy policies and emergency-notification methods,and parental access to a deceased child's account.","pending","https://sn.lexisnexis.com/opentext/eyJ0eXBlIjoiYmlsbCIsImlkIjoiU0MyMDI1MDAwSDM0MDAifQ.qmhnG0TpXzzp3ImpcycnO_cGstqB2mPi8dT3Es80cRk/text","Introduced",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"HB3402","Age-Appropriate Design Code Act",2025,"North America","USA","South Carolina","This bill establishes the ""South Carolina Age-Appropriate Design Code Act,""  which requires entities meeting specified revenue or data-processing thresholds to act in the best interests of children, complete data protection impact assessments for online services reasonably likely to be accessed by children, and configure default privacy settings to a high level of privacy. It prohibits practices such as default profiling, processing unnecessary or precise geolocation data, and using dark patterns.","pending","https://legiscan.com/SC/text/H3402/2025","Introduced",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB1558","Social Media Platform Owners or Operators",2024,"North America","USA","Mississippi","This bill requires owners or operators of social media platforms that contract with Mississippi users to ensure content policies address risks to youth related to tobacco or nicotine products, including content linking to sites that sell such products without age verification and content promoting their harmful misuse. It further requires platforms to provide a reporting mechanism for such content and to have procedures for evaluating and removing it.","failed","https://legiscan.com/MS/bill/HB1558/2024","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB2531","Walker Montgomery Protecting Children Online Act",2024,"North America","USA","Mississippi","This bill establishes the ""Walker Montgomery Protecting Children Online Act"" which requires social media providers to verify users' ages, obtain parental consent for known minors, limit collection/use and sharing of minors' personal data, and implement strategies to mitigate minors' exposure to harmful content. It further amends Mississippi's child exploitation law to expand the definition of prohibited material to include morphed or digitally altered images depicting identifiable minors in sexually explicit conduct.","failed","https://billstatus.ls.state.ms.us/documents/2024/html/SB/2500-2599/SB2531IN.htm","Failed",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB2706","Social Media Depicting Tobacco Misuse",2024,"North America","USA","Mississippi","This bill requires owners or operators of social media platforms that contract with Mississippi users to ensure content policies address risks to youth related to tobacco or nicotine products, including content linking to sites that sell such products without age verification and content promoting their harmful misuse. It further requires platforms to provide a reporting mechanism for such content and to have procedures for evaluating and removing it.","failed","https://legiscan.com/MS/bill/SB2706/2024","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB463","Protection of Children Using Social Media",2024,"North America","USA","Kentucky","This bill requires digital service providers to verify users' ages, limits the collection, use, and sharing of known minors' personal information, and prohibits targeted advertising, financial transactions, and precise geolocation tracking for known minors absent caregiver permission. It also requires providers to implement controls preventing minors' exposure to obscene material, provide caregivers with supervisory tools, and verify caregiver identity and relationship to the minor.","failed","https://legiscan.com/KY/text/HB463/id/2951324","Failed",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"HB767","Internet Safety Instruction for Children",2024,"North America","USA","Kentucky","This bill requires local school districts to prohibit students from accessing social media platforms unless directed by a teacher for educational purposes, and to establish a social media safety policy addressing topics such as time management, mental health effects, manipulation tactics, and identifying cyberbullying and predatory behavior. It also requires districts to provide annual social media safety instruction to students in grades 6-12.","failed","https://legiscan.com/KY/text/HB767/id/2941516","Failed",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB249","Sex Offenders",2024,"North America","USA","Kentucky","This bill prohibits a registered sex offender who committed an offense against a minor victim from creating or controlling a social media account unless the account displays the registrant's full legal name, and applies this requirement retroactively.","passed","https://legiscan.com/KY/bill/SB249/2024","Enacted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB345","Protection of Children and Internet Usage",2024,"North America","USA","Kentucky","This bill requires covered entities offering online services likely to be accessed by children to act in children's best interests by completing data protection impact assessments, configuring default privacy settings to a high level, providing notice when children are monitored or tracked, and refraining from harmful data processing, profiling, or use of dark patterns.","failed","https://legiscan.com/KY/text/SB345/id/2944532","Failed",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB839","Social media; categorizing social media platforms as addictive",2025,"North America","USA","Oklahoma","This bill defines ""social media platform"" and declares that social media platforms shall be deemed addictive and dangerous to mental health, especially that of minors.","failed","https://legiscan.com/OK/text/SB839/2026","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LB107","A Bill for an Act Relating to Offenses",2023,"North America","USA","Nebraska","This bill creates the offense of digital grooming, making it a Class IV felony for a person 19 or older to knowingly use an electronic communication device or social media to communicate with a child 16 or younger with intent to engage in sexual contact, obtain sexual images, or extort the child.","failed","https://legiscan.com/NE/bill/LB107/2023","Failed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"HB5429","An Act Concerning Minors And Digital Privacy.",2023,"North America","USA","Connecticut","This bill amends the general statutes to prohibit the collection and commercial use of digital consumer data and personally identifying information concerning minors.","failed","https://legiscan.com/CT/bill/HB05429/2023","Dead",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB18","Securing Children Online through Parental Empowerment (SCOPE) Act",2023,"North America","USA","Texas","This bill introduces the SCOPE Act which requires social media and similar services to verify user ages, restrict data collection on known minors, block harmful content, and give parents supervisory tools over their children's accounts. It also requires public schools to install internet filters on devices given to students and mandates a legislative study on the effects of media on minors.","passed","https://capitol.texas.gov/tlodocs/88R/billtext/pdf/HB00018F.pdf","Passed",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
"H896","prohibiting use of social media platforms by children",2023,"North America","USA","Texas","This bill prohibits anyone under 18 from using social media platforms and requires platforms to verify that all users are at least 18 years old. Further, it allows parents to request the deletion of their child's account and associated personal data within 10 days, with violations enforceable by the state attorney general.","failed","https://legiscan.com/TX/text/HB896/id/2617524/Texas-2023-HB896-Introduced.html","Failed",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2155","prohibiting targeting of minors by algorithms",2023,"North America","USA","Texas","This bill prohibits social media platforms from using algorithms to push user-generated content to minors and holds them liable if they knowingly do so.","failed","https://capitol.texas.gov/tlodocs/88R/billtext/html/HB02155I.htm","Failed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"H2790","social media access on public school campuses",2023,"North America","USA","Texas","This bill requires public schools to disable access to social media sites on devices connected to school internet.","failed","https://legiscan.com/TX/text/HB2790/id/2716905","Failed",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"H4412","relating to agreements between minors and digital services",2023,"North America","USA","Texas","This bill requires digital service providers (social media apps, websites, etc.) to obtain verifiable parental consent before entering into an agreement with a minor ages 13 to 17 to use their service.","failed","https://capitol.texas.gov/tlodocs/88R/billtext/html/HB04412I.htm","Failed",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SB2164","sexual material harmful to minors",2023,"North America","USA","Texas","This bill requires sites with sexual content harmful to minors under the age of 18 to require age verification, restricts data gathering and creates liability for any violations of the agreement.","failed","https://capitol.texas.gov/tlodocs/88R/billtext/html/SB02164I.htm","Failed",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HB186","Relating to prohibiting use of social media platforms by children.",2025,"North America","USA","Texas","This bill prohibits children under 18 from using social media platforms and requires platforms to verify that account holders are 18 or older using a commercially reasonable method, while limiting the retention and use of personal information collected for verification. It also requires platforms to delete a child's account within 10 days of a verified parental request","pending","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00186I.htm","Introduced",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"HB499","Warning label on social media",2025,"North America","USA","Texas","This bill requires social media platforms operating in Texas to display a warning label, each time a user opens the platform, concerning the association between a minor's social media usage and significant mental health issues, and to prevent the user from operating the platform until they verify they understand the warning.","pending","https://capitol.texas.gov/tlodocs/89R/billtext/html/HB00499I.htm","Introduced",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB4456","Age Verification",2025,"North America","USA","Texas","This bill requires social media platforms to verify the age of account holders on the platform. Further, it allows parents to request termination of their child's account.","pending","https://capitol.texas.gov/tlodocs/89R/billtext/pdf/HB04456I.pdf","Introduced",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SB2420","App Store Age Verification",2025,"North America","USA","Texas","This bill provides regulation of platforms for the sale and distribution of apps for mobile devices including age verification, parental consent, and data protection.","passed","https://capitol.texas.gov/tlodocs/89R/billtext/pdf/SB02420F.pdf","Enacted",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB1481","No phones in schools",2025,"North America","USA","Texas","This bill requires schools to adopt a policy prohibiting a student from using a personal communication device while on school property during the school day.","passed","https://capitol.texas.gov/tlodocs/89R/billtext/pdf/HB01481F.pdf","Enacted",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB1298","An act relating to instruction in online safety for minors provided in public schools and by the Department of Public Safety.",2025,"North America","USA","Texas","This bill requires Texas public schools to offer online safety instruction as part of the enrichment curriculum, covering the dangers of social media and AI applications, personal security, oversharing, cyberbullying, predatory behavior, and human trafficking. It also directs the Department of Public Safety to include online safety education for citizens under 18 in its public safety and crime prevention plan.","pending","https://legiscan.com/TX/text/SB1298/id/3124654/Texas-2025-SB1298-Introduced.html","Introduced",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"HB3862","Relating to prohibiting use of social media platforms by children.",2025,"North America","USA","Texas","This bill prohibits minors from opening social media accounts. Further, social media platforms must check users' ages with government-issued identification. This bill also requires telecommunications providers to put filters on devices ensuring that minors do not share their location or access explicit material. This bill additionally prohibits the use of cell phones during school days.","pending","https://legiscan.com/TX/bill/HB3862/2025","Introduced",1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"HB581","Relating to the creation of artificial sexual material harmful to minors",2026,"North America","USA","Texas","This bill requires a commercial entity that operates an Internet website with a publicly accessible tool for creating artificial sexual material harmful to minors or otherwise makes publicly available an application for creating sexual material harmful to minors to use reasonable age verification methods to verify an individual attempting to access the tool is 18 years of age or older. Further, the entity must ensure that an individual used as a source for the material is 18 years of age or older and has consented to the use of the individual's face and body as a source for the material.","passed","https://legiscan.com/TX/text/HB581/id/3247924","Enacted",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"HF526","Minor Social Media Users",2023,"North America","USA","Iowa","This bill prohibits social media companies from allowing individuals younger than 18 to maintain a social media account, subjecting violating companies to a civil penalty of $1,000 per violation. It authorizes the attorney general to bring a civil enforcement action on behalf of an affected minor.","failed","https://www.legis.iowa.gov/docs/publications/LGI/90/attachments/HF526.html","Failed",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HF278","Social Media Parental Authorization Act",2025,"North America","USA","Iowa","This bill requires social media companies to obtain prior parental authorization before permitting a minor to create an account, prohibits data collection on minors absent such authorization, and requires companies to give consenting parents tools to view and monitor the minor's account, posts, and messages.","failed","https://www.legis.iowa.gov/legislation/BillBook?ba=HF278&ga=91","Failed",1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"HF2204","An act relating to the requirements for chatbot deployers, including required protocols, limitations on data collection, and requirements for minors to interact with artificial intelligence companions and therapeutic chatbots, and providing civil penalties, punitive penalties, and civil causes of action.",2026,"North America","USA","Iowa","This bill requires chatbot deployers to implement protocols to detect and mitigate harm to users and limit data collection, and mandates reasonable age verification to prevent minors from using AI companions designed to simulate romantic or emotional bonds. It restricts therapeutic chatbots for minors to those recommended by a licensed professional, supported by clinical trial data, and accompanied by clear disclosures and safety protocols, with enforcement by the attorney general and a private right of action for minors harmed by noncompliant chatbots.","pending","https://legiscan.com/IA/text/HF2204/id/3340629","Introduced",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"HF2528","An act modifying the duties of the workforce development board, state board of education, and department of education related to cyber and artificial intelligence",2026,"North America","USA","Iowa","This bill directs the workforce development board to establish a comprehensive initiative addressing the state's cyber and artificial intelligence workforce needs, including K-12 literacy standards, higher education partnerships, and grant and career transition programs. It also requires the state board of education and department of education to develop statewide cyber and AI educational frameworks and standards, a voluntary school certification program, and a community education initiative for cyber and AI awareness targeting demographics including the elderly, minors, and educators.","pending","https://legiscan.com/IA/text/HF2528/id/3363930","Introduced",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"HB2609","Age verification and Parental Consent",2025,"North America","USA","West Virginia","This bill requires app store operators to estimate a device's primary user's age, obtain parental consent before a known child downloads an application, and provide developers with a real-time age signal, while requiring developers with knowledge that a user is under 18 to provide parental controls and content/time-management features.","failed","https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=hb2609%20intr.htm&yr=2025&sesstype=RS&i=2609","Failed",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HB5226","Child Online Protection and Liability",2024,"North America","USA","West Virginia","This bill requires social media companies to obtain parental consent and verify the age of West Virginia minor account holders, restricts minors' accounts from direct messaging with non-friends, search visibility, advertising, targeted content, and data collection, and limits minors' access to overnight hours unless adjusted by a consenting parent who is given account monitoring access. It also prohibits platform designs known to cause addiction in minors.","failed","https://www.wvlegislature.gov/Bill_Text_HTML/2024_SESSIONS/RS/bills/hb5226 intr.pdf","failed",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"SB396","Social Media Safety Act",2023,"North America","USA","Arkansas","This bill creates the Social Media Safety Act, requiring social media companies to use a third-party vendor to perform reasonable age verification before allowing access to their platform and to obtain express parental or guardian consent before allowing a minor to become an account holder. It also prohibits social media companies, commercial entities, and third-party vendors from retaining individuals' identifying information after access has been granted,","passed","https://www.arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2023R%2FPublic%2FSB396.pdf","Enacted",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB142","Act 122",2025,"North America","USA","Arkansas","This bill creates the ""Bell to Bell, No Cell Act,"" requiring each public school district and open-enrollment public charter school to establish, by the 2025-2026 school year, a written student discipline policy that restricts or prohibits possession and use of personal electronic devices during the school day, subject to certain exemptions, and to submit the policy to the Division of Elementary and Secondary Education for approval.","passed","https://arkleg.state.ar.us/Bills/Detail?id=SB142&chamber=Senate&ddBienniumSession=2025%2F2025R","Enacted",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HB1717","Children And Teens' Online Privacy Protection Act",2025,"North America","USA","Arkansas","This bill creates the Arkansas Children and Teens' Online Privacy Protection Act, prohibiting operators of websites or applications directed at children or teens, or with actual knowledge they are collecting such users' personal information, from using that information for targeted advertising, collecting it beyond what is consistent with the service or required by law, or retaining it longer than reasonably necessary, while also requiring clear notice, parental or teen consent, and the ability to access, correct, or delete the information.","passed","https://legiscan.com/AR/bill/HB1717/2025","Enacted",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"SB611","To Amend The Social Media Safety Act.",2025,"North America","USA","Arkansas","This bill amends the Social Media Safety Act by lowering the age threshold for ""minor"" and ""reasonable age verification"" from 18 to 16, expanding the definitions of ""social media platform"" and related terms, and requiring covered platforms to limit addictive design features, restrict notifications to minors between 10:00 p.m. and 6:00 a.m., default to the most protective privacy settings, conduct quarterly compliance audits, and provide parents a dashboard to monitor and restrict their child's use.","passed","https://legiscan.com/AR/drafts/SB611/2025","Enacted",1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SB612","To Create A Private Right Of Action Against A Social Media Platform That Causes Harm; And To Impose A Civil Penalty On A Social Media Platform That Knowingly And Willfully Contributes To A Minor's Suicide Or Suicide Attempt.",2025,"North America","USA","Arkansas","This bill creates a private right of action against social media platforms that use a design, algorithm, or feature they know or should know causes a user to purchase controlled substances, develop an eating disorder, attempt suicide, or develop an addiction to the platform, and allows a parent or guardian whose minor child commits or attempts suicide following exposure to self-harm or suicide content to sue the platform that facilitated the connection to that content.","passed","https://legiscan.com/AR/text/SB612/2025","Enacted",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB1975","Child Content Creation Protection Act",2025,"North America","USA","Arkansas","This bill creates the Child Content Creation Protection Act, requiring content creators who feature a minor meeting certain compensation and content thresholds to maintain records of the minor's involvement, compensate the minor, and set aside a portion of earnings in a trust account preserved until the minor turns 18.","passed","https://legiscan.com/AR/text/HB1975/2025","Enacted",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
